Date,Close/Last,Volume,Open,High,Low
02/15/2018,$123.62,2207320,$125.13,$125.6292,$120.8405
02/14/2018,$124.42,2840519,$119.4,$124.74,$119.19
02/13/2018,$120.08,2169235,$115.9,$120.24,$115.11
02/12/2018,$116.58,2560259,$114.01,$117.3,$113.46
02/09/2018,$113.13,2688779,$110.01,$114.93,$108.818
02/08/2018,$108.46,2962131,$113.29,$114.2702,$108.46
02/07/2018,$112.9,2423374,$115.36,$118.7,$112.68
02/06/2018,$115.56,3181602,$113.27,$117.21,$111.26
02/05/2018,$116.4,3341285,$120.07,$121.83,$116.06
02/02/2018,$122.72,4009400,$125.66,$127.54,$120.73
02/01/2018,$125.71,4290861,$123.45,$129.335,$122.5838
01/31/2018,$123.79,6832725,$120.79,$127.8285,$120.01
01/30/2018,$118.74,9351401,$122.75,$124.39,$118.0001
01/29/2018,$125.05,20000730,$148.25,$151.38,$124.24
01/26/2018,$150,27806450,$145.21,$165,$144.25
01/25/2018,$137.63,1126021,$137.66,$139.32,$136.74
01/24/2018,$137.07,1438461,$137,$138.32,$135.76
01/23/2018,$137.96,1344872,$137,$138.12,$136.72
01/22/2018,$136.69,1260137,$136.15,$137.4,$134.85
01/19/2018,$136.04,1287131,$135.65,$136.62,$135.5
01/18/2018,$135.63,1088422,$135,$136.19,$134.0122
01/17/2018,$135.33,1454277,$133,$135.99,$132.39
01/16/2018,$132.14,1386794,$133.21,$134.45,$132.06
01/12/2018,$132.53,1185661,$132.79,$133.12,$131.5
01/11/2018,$133.27,1345865,$131.73,$133.33,$130.8708
01/10/2018,$129.22,1270873,$128.81,$129.22,$127.39
01/09/2018,$129.27,1324407,$130.85,$131,$128.92
01/08/2018,$130.9,1277124,$131,$131.13,$130
01/05/2018,$131.26,995542,$131.75,$132.29,$131
01/04/2018,$131.24,1649983,$130.38,$132.8,$130.17
01/03/2018,$130.03,1874522,$127.98,$130.9899,$127.8
01/02/2018,$127.29,1283068,$126.2,$127.49,$125.72
12/29/2017,$125.32,1145878,$126.53,$126.92,$125.26
12/28/2017,$126.61,1189029,$127.33,$127.33,$125.961
12/27/2017,$126.96,1235900,$127.6,$127.96,$126.75
12/26/2017,$127.56,960161,$127.25,$128,$126.58
12/22/2017,$127.69,781097,$127.28,$128.3,$126.72
12/21/2017,$127.17,1355040,$128.39,$129,$127.02
12/20/2017,$128.62,1691373,$128.46,$129.5,$126.68
12/19/2017,$128.14,1817804,$127.83,$128.26,$126.65
12/18/2017,$128.89,3031073,$125,$129.48,$124.87
12/15/2017,$123.8,1925007,$121.3,$124.14,$120.6
12/14/2017,$121.25,1683320,$122.23,$123.93,$121.17
12/13/2017,$121.87,1932153,$120.18,$122.88,$120.15
12/12/2017,$120.04,1768132,$121.01,$121.829,$119.71
12/11/2017,$121.09,1310053,$119.39,$121.3299,$119.39
12/08/2017,$119.57,1595315,$118.5,$120.53,$118
12/07/2017,$117.22,2334938,$117.02,$118.65,$116.84
12/06/2017,$116.67,1979184,$114.2,$116.9,$113.781
12/05/2017,$114.54,2679423,$114.15,$116.44,$113.04
12/04/2017,$115.09,4957400,$124.74,$124.94,$114.42
12/01/2017,$124.44,5755832,$118.5,$126.4304,$117.92
11/30/2017,$120.11,4401447,$122,$122,$117.89
11/29/2017,$119.42,4557105,$127.44,$127.595,$118.36
11/28/2017,$127.34,3490456,$126.76,$127.57,$126.24
11/27/2017,$126.21,2534767,$125,$126.66,$124.61
11/24/2017,$124.22,743598,$124.26,$124.49,$122.62
11/22/2017,$123.59,1533081,$125.53,$125.75,$123.54
11/21/2017,$125.39,2097613,$124.89,$126.33,$124.7
11/20/2017,$124.06,1883675,$123.78,$124.35,$123.48
11/17/2017,$123.26,1566218,$121.83,$123.5,$121.73
11/16/2017,$122.71,1616014,$121.58,$123.45,$121.51
11/15/2017,$121.19,1840710,$121.13,$121.92,$120.53
11/14/2017,$122.47,1931864,$121.53,$122.6299,$121.4084
11/13/2017,$121.84,1506999,$122,$122.44,$121.04
11/10/2017,$122.15,1279679,$120.78,$122.21,$120.78
11/09/2017,$120.97,1389443,$119.75,$121.21,$119.4701
11/08/2017,$120.55,1460861,$119.91,$121.49,$119.75
11/07/2017,$120.43,1569617,$119.74,$121.14,$119.71
11/06/2017,$119.21,1924336,$117.99,$119.91,$117.94
11/03/2017,$117.94,1348900,$118.7,$118.94,$117.13
11/02/2017,$118.9,4030258,$118.59,$119.4,$117.68
11/01/2017,$119.12,1565452,$120,$120.31,$118.66
10/31/2017,$119.69,1631876,$119.93,$120.06,$119.08
10/30/2017,$119.93,1090508,$120.75,$120.75,$119.32
10/27/2017,$120.97,1614125,$119.57,$121.09,$119.045
10/26/2017,$119.01,1088300,$119.2,$119.48,$118.38
10/25/2017,$118.9,2395361,$119.65,$119.76,$118.159
10/24/2017,$119.63,1884343,$118.97,$119.63,$118.43
10/23/2017,$119.11,1596365,$118.74,$119.55,$118.5
10/20/2017,$118.34,1560096,$117.57,$118.73,$117.57
10/19/2017,$117.4,1565445,$116.16,$117.4,$116.04
10/18/2017,$116.6,3084764,$115.73,$116.72,$115.73
10/17/2017,$115.6,1844091,$115.13,$115.85,$115
10/16/2017,$115.15,3272239,$114,$115.37,$113.98
10/13/2017,$113.62,1480819,$113.55,$114.18,$113.5121
10/12/2017,$113.16,1525133,$112.16,$113.6,$112
10/11/2017,$112.03,1253174,$111.62,$112.245,$110.9
10/10/2017,$111.79,1308227,$112.04,$112.5,$111.23
10/09/2017,$111.85,677838,$111.59,$112.24,$111.575
10/06/2017,$111.53,1250040,$111.39,$111.74,$110.86
10/05/2017,$111.59,1399425,$111.31,$111.89,$110.76
10/04/2017,$110.59,1612953,$110.6,$111,$109.72
10/03/2017,$110.6,1427437,$110.58,$111.269,$110.2
10/02/2017,$110.15,1432148,$109.24,$110.99,$109.2
09/29/2017,$109.19,1469055,$109.08,$110.15,$109.05
09/28/2017,$109.2,1192439,$109.26,$109.41,$108.19
09/27/2017,$109.21,2378204,$109.61,$110.23,$108.66
09/26/2017,$107.83,2360760,$108,$108.72,$107.68
09/25/2017,$107.52,1892185,$109.21,$109.64,$107.12
09/22/2017,$109.15,1021549,$108.91,$109.48,$108.5
09/21/2017,$109.07,985690,$109.99,$109.99,$108.09
09/20/2017,$110.13,1110218,$109.73,$112,$109.07
09/19/2017,$109.68,1634809,$110.17,$110.51,$109.27
09/18/2017,$109.98,912728,$110.59,$110.7648,$109.61
09/15/2017,$110.25,1257925,$110.7,$110.7,$110
09/14/2017,$110.75,1855261,$110.95,$111.61,$109.94
09/13/2017,$110.43,1759705,$109.3,$110.71,$109
09/12/2017,$109.6,1852116,$108,$109.67,$107.36
09/11/2017,$107.72,1400704,$106.6,$107.89,$106.6
09/08/2017,$106.1,1582479,$106.51,$107.67,$106
09/07/2017,$106.5,1895219,$107.45,$107.83,$106.37
09/06/2017,$107.29,1647209,$107.4,$108.11,$107.01
09/05/2017,$107.08,2035545,$106.75,$107.47,$105.885
09/01/2017,$107.48,1406237,$108.225,$108.25,$107.24
08/31/2017,$108.1,2261512,$107,$108.33,$106.92
08/30/2017,$106.96,2017686,$105,$107.24,$104.87
08/29/2017,$104.93,2105576,$103.72,$105.48,$103.34
08/28/2017,$104.68,3546703,$102.24,$105.59,$102.03
08/25/2017,$102.74,3478261,$103.51,$104.81,$102.73
08/24/2017,$100.83,1911520,$100.93,$101.79,$100.75
08/23/2017,$100.39,1813897,$99.5,$101,$99.17
08/22/2017,$99.93,2452122,$98.83,$100.16,$98.38
08/21/2017,$97.01,928640,$96.28,$97.1,$95.53
08/18/2017,$96.27,770989,$95.7,$96.6,$95.36
08/17/2017,$95.77,976650,$96.5,$97.3,$95.75
08/16/2017,$96.66,1330403,$95.7,$97.47,$95.29
08/15/2017,$95.29,2520918,$98,$98,$95.21
08/14/2017,$98.02,4728147,$95.72,$98.2,$95.11
08/11/2017,$91.95,1034076,$91.83,$92.27,$91.37
08/10/2017,$92,1281760,$92.67,$93,$91.69
08/09/2017,$92.93,941282,$92.56,$93.08,$92.39
08/08/2017,$93.4,869416,$93.27,$93.54,$92.72
08/07/2017,$93.42,646246,$93.04,$93.7,$92.75
08/04/2017,$93.09,811077,$92.43,$93.22,$92.43
08/03/2017,$92.43,1111216,$91.95,$92.48,$91.52
08/02/2017,$92.11,1600207,$92.7,$92.7,$91.71
08/01/2017,$92.7,2022332,$92.6,$92.71,$91.95
07/31/2017,$92.71,1595475,$92.5,$93.22,$92.31
07/28/2017,$92.3,1126532,$91.49,$92.41,$91.26
07/27/2017,$92,1578660,$92.67,$92.69,$90.76
07/26/2017,$92.36,795211,$92.53,$92.53,$91.88
07/25/2017,$92.38,736296,$92.27,$92.85,$91.8
07/24/2017,$92.29,808821,$92.14,$92.45,$91.84
07/21/2017,$92.27,1031710,$92.3,$92.47,$91.83
07/20/2017,$92.54,1536529,$92.49,$92.73,$91.98
07/19/2017,$92.26,1417926,$91.35,$92.27,$90.84
07/18/2017,$91.01,1599337,$91.1,$91.1,$90.19
07/17/2017,$91.05,2328703,$88.51,$91.14,$88.11
07/14/2017,$88.37,601804,$88.94,$89,$88
07/13/2017,$88.5,983461,$89,$89.19,$88
07/12/2017,$88.78,1048924,$88.93,$89.19,$88.45
07/11/2017,$88.56,1312894,$88.22,$89,$87.75
07/10/2017,$88.34,1133992,$88.13,$88.45,$87.54
07/07/2017,$88.19,1071535,$87.93,$88.715,$87.715
07/06/2017,$87.51,1543412,$86.65,$87.65,$86.2
07/05/2017,$87.25,1417258,$85.92,$87.5,$85.7
07/03/2017,$85.89,917770,$87.87,$87.915,$85.84
06/30/2017,$87.43,1143749,$87.13,$87.75,$86.91
06/29/2017,$87.05,2106433,$89.06,$89.3,$85.95
06/28/2017,$89.58,1128204,$89.67,$90.2071,$88.9868
06/27/2017,$89.25,1570328,$90.42,$90.84,$89.18
06/26/2017,$90.66,1135661,$91.14,$91.67,$90.575
06/23/2017,$90.92,3012752,$90.5,$91.35,$90.2
06/22/2017,$90.44,1039217,$90.08,$90.81,$89.6
06/21/2017,$90.01,2399405,$89.88,$90.11,$89.38
06/20/2017,$88.22,1302177,$88.93,$88.98,$88.175
06/19/2017,$88.78,992080,$88.95,$89.035,$88.26
06/16/2017,$88.1,2368409,$87.71,$88.3,$87.5
06/15/2017,$87.73,2026925,$87,$87.76,$86.25
06/14/2017,$87.95,1736946,$88.95,$89.19,$87.24
06/13/2017,$88.81,2546537,$88.13,$88.88,$87.28
06/12/2017,$87.36,3063154,$86.31,$88.05,$85.45
06/09/2017,$87.63,3264303,$90.55,$91.13,$86.8
06/08/2017,$90.61,3846911,$92.62,$92.62,$88.67
06/07/2017,$92.85,2180737,$91.95,$92.97,$91.8285
06/06/2017,$92.08,2678476,$92.04,$92.53,$91.39
06/05/2017,$91.9,4644461,$94.71,$95.34,$91.72
06/02/2017,$95.36,4323759,$94.84,$96.69,$93.57
06/01/2017,$97.4,3326459,$97.85,$98,$96.23
05/31/2017,$97.15,2924096,$97.69,$97.69,$95.75
05/30/2017,$96.74,1455196,$96.95,$97.78,$96.33
05/26/2017,$96.81,823796,$96.84,$97.2,$96.11
05/25/2017,$96.77,875702,$96.54,$97.36,$96.23
05/24/2017,$96.02,1234553,$95.29,$96.13,$94.93
05/23/2017,$94.87,1152595,$95.5,$96.11,$94.34
05/22/2017,$95.24,1440288,$92.66,$95.42,$92.62
05/19/2017,$92.52,956413,$93.21,$93.96,$92.231
05/18/2017,$92.28,1137363,$92.27,$92.5599,$91.29
05/17/2017,$92.27,1113120,$93.65,$94,$92.23
05/16/2017,$94.64,988911,$95,$95.47,$94.42
05/15/2017,$94.65,1265703,$93.25,$94.65,$92.91
05/12/2017,$93.2,1330876,$93.61,$93.79,$92.93
05/11/2017,$93.49,740858,$93.76,$94.2599,$93.08
05/10/2017,$94.15,819499,$94.03,$94.42,$93.35
05/09/2017,$94.06,887823,$94.76,$95.17,$93.965
05/08/2017,$94.59,1101817,$93.91,$95.01,$93.88
05/05/2017,$93.97,1104558,$93.04,$93.99,$92.76
05/04/2017,$92.82,851567,$92.77,$92.91,$92.0536
05/03/2017,$92.63,920860,$93.21,$93.6359,$92.42
05/02/2017,$93.4,1385454,$94.17,$94.21,$93.02
05/01/2017,$94.58,2432518,$94.5,$94.82,$93
04/28/2017,$94.12,1063586,$94.14,$94.49,$93.38
04/27/2017,$94.25,819810,$94.02,$94.29,$93.625
04/26/2017,$93.91,1445267,$93.01,$94.2399,$92.89
04/25/2017,$93,1957110,$93.44,$93.57,$92.45
04/24/2017,$93.07,1590035,$92,$93.14,$91.55
04/21/2017,$90.85,2202795,$91.96,$91.9999,$90.56
04/20/2017,$91.86,972873,$91.65,$92.36,$91.03
04/19/2017,$91.81,829511,$91.94,$92,$91.52
04/18/2017,$91.69,1337287,$91.37,$92.31,$91.03
04/17/2017,$91.33,1022695,$91,$91.56,$90.69
04/13/2017,$90.81,791719,$91,$91.73,$90.76
04/12/2017,$91.22,748177,$92.39,$92.39,$91.115
04/11/2017,$92.43,963396,$92.42,$92.69,$91.69
04/10/2017,$92.52,1122776,$92.11,$92.73,$91.8
04/07/2017,$92.33,1461628,$91.74,$92.42,$91.3
04/06/2017,$91.52,1121660,$91.33,$91.67,$90.84
04/05/2017,$91.15,1666759,$92.25,$92.6,$91.09
04/04/2017,$92.23,1137142,$91.7,$92.45,$91.54
04/03/2017,$91.67,1274792,$92.01,$92.83,$91.09
03/31/2017,$92.14,1404716,$91.5,$92.21,$91.15
03/30/2017,$91.42,1263586,$92,$92.89,$91.29
03/29/2017,$91.84,1021320,$91.92,$92.11,$91
03/28/2017,$92.14,1282756,$92.06,$92.84,$91.75
03/27/2017,$91.9,1377926,$90.83,$92.27,$90.01
03/24/2017,$91.73,992286,$91.62,$92.48,$91.2
03/23/2017,$91.14,858118,$91.11,$92.08,$90.76
03/22/2017,$91.25,1011302,$90.1,$91.53,$89.96
03/21/2017,$90.12,1340991,$92.72,$92.95,$89.98
03/20/2017,$92.61,1205609,$92.53,$93.05,$92.1524
03/17/2017,$92.6,1424816,$92.1,$93,$92.1
03/16/2017,$92.07,1475219,$91.5,$92.12,$90.84
03/15/2017,$91.09,1450896,$90.25,$91.47,$89.79
03/14/2017,$90.38,971741,$89.88,$90.52,$89.13
03/13/2017,$89.88,1321755,$89.94,$90.6399,$89.67
03/10/2017,$89.9,955263,$89.56,$89.99,$89.09
03/09/2017,$89.33,880014,$89.29,$89.65,$88.685
03/08/2017,$89.74,1027221,$89.22,$90.33,$88.77
03/07/2017,$89.33,1567322,$89,$90.04,$88.96
03/06/2017,$88.86,1868520,$89.44,$89.69,$88.55
03/03/2017,$89.69,1837994,$89.84,$89.98,$89.01
03/02/2017,$89.7,1412343,$90.75,$90.91,$89.68
03/01/2017,$90.76,1071067,$90.86,$91.36,$90.02
02/28/2017,$89.89,1273672,$90.23,$90.51,$89.76
02/27/2017,$90.57,624973,$90.61,$90.96,$90.12
02/24/2017,$91.01,600620,$90.56,$91.045,$90.1
02/23/2017,$90.74,681037,$92.08,$92.09,$90.67
02/22/2017,$91.76,1079077,$92.02,$92.26,$91.2645
02/21/2017,$92.35,1333830,$91.2,$92.35,$91
02/17/2017,$91.22,1300717,$90.58,$91.6,$90.5
02/16/2017,$90.95,916197,$91.06,$91.46,$90.5
02/15/2017,$90.76,948599,$90.62,$91.1,$90.37
02/14/2017,$90.62,922715,$90.25,$90.88,$90.1
02/13/2017,$90.37,1155889,$89.85,$90.76,$89.6253
02/10/2017,$89.92,1082660,$90.11,$90.49,$89.651
02/09/2017,$89.99,1090621,$90,$90.805,$89.65
02/08/2017,$89.76,1198360,$89.67,$89.91,$89.21
02/07/2017,$89.47,1251340,$89.32,$90.32,$89.18
02/06/2017,$89.37,1090085,$88.8,$89.735,$88.66
02/03/2017,$88.95,1143548,$88.04,$89.17,$88
02/02/2017,$88,1469745,$87.01,$88.47,$86.52
02/01/2017,$87.19,1995191,$86.65,$87.5,$86.4357
01/31/2017,$87.54,1728073,$86.41,$87.55,$86.07
01/30/2017,$87.03,2551790,$87.43,$87.5,$85.71
01/27/2017,$87.16,5694302,$87.55,$89.5,$86.23
01/26/2017,$84.22,2684540,$85.52,$85.52,$83.66
01/25/2017,$84.9,1894355,$84.93,$85.23,$83.9
01/24/2017,$84.62,1978198,$82.55,$84.7,$82.55
01/23/2017,$82.05,1674894,$82.69,$82.77,$81.2609
01/20/2017,$82.64,2148568,$83.02,$83.82,$82.64
01/19/2017,$82.69,1339668,$82.7,$83.47,$82.39
01/18/2017,$82.78,1015383,$82,$82.84,$81.43
01/17/2017,$81.49,1449083,$82.05,$83.12,$81.115
01/13/2017,$82.01,1109660,$81.54,$82.38,$81.48
01/12/2017,$81.78,1131514,$82.18,$82.18,$80.9
01/11/2017,$82.1,1355009,$81.61,$82.26,$81.31
01/10/2017,$81.48,1131209,$80.95,$82.06,$80.54
01/09/2017,$80.55,2027445,$80.71,$80.99,$79.485
01/06/2017,$81.5,1177856,$79.69,$81.55,$79.69
01/05/2017,$79.46,858409,$79.29,$79.6,$78.56
01/04/2017,$79.49,1227365,$79.18,$79.765,$78.92
01/03/2017,$78.88,1232452,$78.33,$79.51,$77.94
12/30/2016,$78.73,744732,$79,$79.39,$78.4575
12/29/2016,$79.11,921554,$79.45,$79.65,$78.2742
12/28/2016,$79.47,875288,$80.23,$80.89,$79.16
12/27/2016,$80.21,842427,$80.35,$80.68,$79.89
12/23/2016,$80.12,933160,$79.45,$80.2,$79.18
12/22/2016,$79.54,1669989,$81.74,$81.74,$79.23
12/21/2016,$81.91,795466,$81.77,$82.2,$81.06
12/20/2016,$81.86,883094,$81.66,$82.4,$81.6
12/19/2016,$81.38,1026637,$80.82,$81.78,$80.62
12/16/2016,$80.79,3167423,$82.43,$82.58,$80.42
12/15/2016,$82.58,3874086,$80.99,$83,$80.57
12/14/2016,$80.92,1786753,$80.01,$81.22,$79.675
12/13/2016,$80.02,920967,$80.47,$81.31,$79.94
12/12/2016,$80.34,1148217,$80.43,$80.71,$79.59
12/09/2016,$80.58,1193618,$81,$81.34,$80.15
12/08/2016,$80.75,1593989,$81.16,$81.95,$80.47
12/07/2016,$81.16,1712573,$80.6,$81.33,$79.78
12/06/2016,$80.55,1239426,$80.16,$80.72,$79.38
12/05/2016,$80.21,1288974,$79,$80.44,$78.79
12/02/2016,$78.76,1673596,$77.14,$79.13,$76.811
12/01/2016,$78.04,2806942,$81.14,$81.43,$77.53
11/30/2016,$81.14,1341432,$81.61,$81.84,$81.03
11/29/2016,$81.61,1994779,$80,$81.81,$79.58
11/28/2016,$79.88,934630,$79.85,$80.39,$79.54
11/25/2016,$79.8,262482,$79.44,$79.96,$79.28
11/23/2016,$79.35,1029297,$80.27,$80.69,$79.21
11/22/2016,$80.19,1104553,$80.4,$80.87,$79.575
11/21/2016,$80.4,1339206,$80.05,$80.88,$80.04
11/18/2016,$80.14,1756610,$80,$80.34,$79.6
11/17/2016,$79.97,1855421,$78.59,$79.97,$78.42
11/16/2016,$78.47,1076519,$77.75,$78.61,$77.715
11/15/2016,$78.25,2416134,$76.27,$78.32,$76.09
11/14/2016,$75.82,2226139,$76.5,$76.95,$74.85
11/11/2016,$76.44,1149053,$76.75,$76.89,$76.144
11/10/2016,$76.82,1965896,$77.13,$78.52,$76.11
11/09/2016,$76.97,2051168,$76.46,$77.97,$76.18
11/08/2016,$77.46,1499557,$77.92,$78.04,$77.29
11/07/2016,$77.89,1792567,$77.68,$78.53,$77.52
11/04/2016,$76.79,1907987,$77.38,$78.22,$76.69
11/03/2016,$77.73,1422455,$79,$79,$77.571
11/02/2016,$78.27,1896911,$77.45,$78.655,$77.45
11/01/2016,$77.97,2450870,$78.9,$79.15,$77.62
10/31/2016,$78.6,3183876,$78,$78.68,$77.855
10/28/2016,$77.65,4281471,$75.98,$77.87,$75.76
10/27/2016,$75.77,7116663,$77.12,$77.98,$75.51
10/26/2016,$73.31,2608775,$72.86,$73.56,$72.8
10/25/2016,$73.2,1664086,$74.15,$74.15,$72.735
10/24/2016,$73.97,1721140,$74.26,$74.33,$73.34
10/21/2016,$72.91,1054416,$73.42,$73.48,$72.653
10/20/2016,$73.26,1157031,$73.32,$73.83,$72.92
10/19/2016,$73.49,1011967,$73.09,$73.54,$72.905
10/18/2016,$73.13,907609,$73.61,$73.75,$72.655
10/17/2016,$72.87,958173,$72.9,$73.17,$72.48
10/14/2016,$72.98,1470751,$73.53,$73.66,$72.92
10/13/2016,$73.03,1488784,$72.73,$73.34,$72.27
10/12/2016,$73.21,1697147,$72.79,$73.51,$72.7
10/11/2016,$73.4,1930099,$73.22,$73.68,$72.34
10/10/2016,$73.15,1380585,$74.09,$74.29,$73.13
